Time,Amount(BTC)
2019-06-10,-1542.58239
2019-06-11,1637.362758
2019-06-12,3534.511533
2019-06-13,6082.986978
2019-06-14,4108.204662
2019-06-15,1308.065533
2019-06-16,2250.342653
2019-06-17,10509.45143
2019-06-18,6473.729923
2019-06-19,6044.430323
2019-06-20,1116.331587
2019-06-21,246.5429495
2019-06-22,-3200.680746
2019-06-23,1194.25025
2019-06-24,4716.806628
2019-06-25,2626.255864
2019-06-26,8392.442928
2019-06-27,2966.241804
2019-06-28,9968.835744
2019-06-29,1902.403284
2019-06-30,18732.35121
2019-07-01,4773.367611
2019-07-02,1900.767258
2019-07-03,6238.91905
2019-07-04,4250.605089
2019-07-05,-551.1798395
2019-07-06,4570.268575
2019-07-07,1259.528216
2019-07-08,3557.427244
2019-07-09,4078.159958
2019-07-10,97197.38797
2019-07-11,23182.51221
2019-07-12,26545.44385
2019-07-13,543.9264188
2019-07-14,-33.98146544
2019-07-15,1171.987787
2019-07-16,-1722.922637
2019-07-17,1311.172939
2019-07-18,6114.195613
2019-07-19,30768.0802
2019-07-20,2482.002157
2019-07-21,192.0979632
2019-07-22,641.5726345
2019-07-23,-338.745601
2019-07-24,25009.87411
2019-07-25,-2673.362653
2019-07-26,-1093.050468
2019-07-27,714.1952861
2019-07-28,833.3032528
2019-07-29,-6590.010951
2019-07-30,-23345.81604
2019-07-31,-1634.916633
2019-08-01,-190.4762527
2019-08-02,-13.71979619
2019-08-03,1832.151269
2019-08-04,11952.27086
2019-08-05,16678.9485
2019-08-06,10397.97088
2019-08-07,-776.4849215
2019-08-08,910.5764222
2019-08-09,6191.541423
2019-08-10,5515.377329
2019-08-11,1085.505008
2019-08-12,-401.7821888
2019-08-13,-3243.853186
2019-08-14,2483.198874
2019-08-15,1789.979787
2019-08-16,1696.7982
2019-08-17,4317.546483
2019-08-18,2172.813129
2019-08-19,4118.708641
2019-08-20,-1833.791426
2019-08-21,5242.014641
2019-08-22,360.2174296
2019-08-23,-1690.509278
2019-08-24,648.7954725
2019-08-25,-23.18620455
2019-08-26,4928.925803
2019-08-27,10278.05583
2019-08-28,-2144.085698
2019-08-29,-2868.911109
2019-08-30,-144.1013619
2019-08-31,2596.322837
2019-09-01,-180.4827249
2019-09-02,-1680.373026
2019-09-03,-210.2961612
2019-09-04,24372.03077
2019-09-05,10009.2408
2019-09-06,96686.48292
2019-09-07,2352.453133
2019-09-08,1082.355479
2019-09-09,-1215.667953
2019-09-10,1472.60601
2019-09-11,415.1438627
2019-09-12,-16794.35022
2019-09-13,6047.256159
2019-09-14,213.8819209
2019-09-15,254.0670646
2019-09-16,4656.346246
2019-09-17,157.3848419
2019-09-18,2870.551497
2019-09-19,4747.792305
2019-09-20,404.9052795
2019-09-21,-41.2925784
2019-09-22,277.5460617
2019-09-23,2149.391008
2019-09-24,11367.6679
2019-09-25,10359.22746
2019-09-26,2538.604732
2019-09-27,5132.929627
2019-09-28,1089.41776
2019-09-29,1268.343132
2019-09-30,2512.17892
2019-10-01,10224.56869
2019-10-02,1098.887169
2019-10-03,1516.087361
2019-10-04,1568.435952
2019-10-05,690.264046
2019-10-06,82.36369104
2019-10-07,1309.626785
2019-10-08,2803.860779
2019-10-09,5849.09829
2019-10-10,-130.6309321
2019-10-11,98.85361556
2019-10-12,1029.750459
2019-10-13,479.2272246
2019-10-14,114665.9626
2019-10-15,2998.663606
2019-10-16,-6966.904758
2019-10-17,795.4808138
2019-10-18,-347.7156844
2019-10-19,-737.0963753
2019-10-20,879.3322546
2019-10-21,-3926.863245
2019-10-22,6594.697073
2019-10-23,1950.905166
2019-10-24,1667.198244
2019-10-25,-5387.355303
2019-10-26,-359.6904615
2019-10-27,1067.481015
2019-10-28,-47101.07212
2019-10-29,3970.759581
2019-10-30,966.9151494
2019-10-31,1835.639503
2019-11-01,14271.49786
2019-11-02,132.6967434
2019-11-03,1357.617346
2019-11-04,71.46172508
2019-11-05,-99642.28918
2019-11-06,8579.77223
2019-11-07,4912.276928
2019-11-08,4221.156447
2019-11-09,1769.563867
2019-11-10,187.0907168
2019-11-11,1571.176215
2019-11-12,6049.00679
2019-11-13,18033.82012
2019-11-14,3148.235102
2019-11-15,5919.476812
2019-11-16,2102.586994
2019-11-17,574.547179
2019-11-18,16915.59497
2019-11-19,17446.46692
2019-11-20,16573.92929
2019-11-21,23026.45115
2019-11-22,35832.61641
2019-11-23,15056.58918
2019-11-24,56946.29929
2019-11-25,24512.06546
2019-11-26,3483.889093
2019-11-27,16424.62808
2019-11-28,1959.777573
2019-11-29,16929.34702
2019-11-30,-339.4003239
2019-12-01,-1225.345807
2019-12-02,3837.797511
2019-12-03,-21116.63725
2019-12-04,3922.098524
2019-12-05,-2752.462947
2019-12-06,2517.336518
2019-12-07,2021.321554
2019-12-08,1089.692375
2019-12-09,4114.915087
2019-12-10,8728.310001
2019-12-11,4783.367214
2019-12-12,2966.817261
2019-12-13,4789.28461
2019-12-14,696.4047073
2019-12-15,1045.946422
2019-12-16,4972.071513
2019-12-17,3426.26154
2019-12-18,10303.76754
2019-12-19,8073.858707
2019-12-20,-10094.88271
2019-12-21,911.0798764
2019-12-22,2077.063366
2019-12-23,5118.315633
2019-12-24,3540.998709
2019-12-25,-10966.38071
2019-12-26,1360.594989
2019-12-27,5186.992312
2019-12-28,2675.055727
2019-12-29,1461.119966
2019-12-30,1619.945398
2019-12-31,652.0315479
2020-01-01,496.8904831
2020-01-02,2410.644705
2020-01-03,2123.685858
2020-01-04,877.8895709
2020-01-05,1170.178441
2020-01-06,2471.718508
2020-01-07,-338.8087078
2020-01-08,4179.688154
2020-01-09,842.5561669
2020-01-10,-920.3054008
2020-01-11,372.6350496
2020-01-12,3402.843519
2020-01-13,19.25437035
2020-01-14,-118822.5374
2020-01-15,-2858.096868
2020-01-16,7807.816243
2020-01-17,5129.318718
2020-01-18,16067.37133
2020-01-19,1610.746454
2020-01-20,1095.72563
2020-01-21,310.009982
2020-01-22,-634.8208461
2020-01-23,-666.0287666
2020-01-24,4849.487579
2020-01-25,-754.1248362
2020-01-26,266.3834093
2020-01-27,-1177.122523
2020-01-28,-1237.686127
2020-01-29,4504.77914
2020-01-30,1128.800996
2020-01-31,2742.510998
2020-02-01,105.9889336
2020-02-02,-144.7317425
2020-02-03,184349.3849
2020-02-04,2899.152411
2020-02-05,1465.95501
2020-02-06,3218.53283
2020-02-07,8540.173534
2020-02-08,702.8368269
2020-02-09,126.7220656
2020-02-10,6500.395262
2020-02-11,6592.233196
2020-02-12,1867.443159
2020-02-13,9166.218556
2020-02-14,2192.341157
2020-02-15,-1404.278131
2020-02-16,-2159.98873
2020-02-17,3127.504672
2020-02-18,-2291.129933
2020-02-19,1674.595726
2020-02-20,-21069.88898
2020-02-21,2126.32126
2020-02-22,-477.0061667
2020-02-23,19515.18301
2020-02-24,5045.076273
2020-02-25,-112079.9885
2020-02-26,2998.270469
2020-02-27,1252.760359
2020-02-28,4457.513826
2020-02-29,980.2008657
2020-03-01,2315.042798
2020-03-02,4976.884427
2020-03-03,18178.4624
2020-03-04,-5531.263493
2020-03-05,-4970.081094
2020-03-06,600.9179416
2020-03-07,128.1942691
2020-03-08,4889.276567
2020-03-09,15795.99963
2020-03-10,8230.370177
2020-03-11,11377.23623
2020-03-12,1233.807379
2020-03-13,56469.76189
2020-03-14,10015.51754
2020-03-15,13220.64937
2020-03-16,7454.993644
2020-03-17,-1986.166793
2020-03-18,-2288.043539
2020-03-19,15262.33202
2020-03-20,-58376.39645
2020-03-21,-3920.989602
2020-03-22,19.38326195
2020-03-23,19251.91594
2020-03-24,8315.396502
2020-03-25,407.7888955
2020-03-26,5076.186896
2020-03-27,-4122.123178
2020-03-28,6641.21481
2020-03-29,-253.0486919
2020-03-30,2286.644058
2020-03-31,-296.8201641
2020-04-01,914.9884596
2020-04-02,3448.893268
2020-04-03,-8646.521251
2020-04-04,1985.058735
2020-04-05,2584.898286
2020-04-06,-7809.754437
2020-04-07,2843.864808
2020-04-08,4175.799817
2020-04-09,-7790.839308
2020-04-10,-10216.64922
2020-04-11,-3927.751136
2020-04-12,-667.0766978
2020-04-13,-1961.471788
2020-04-14,590.9353548
2020-04-15,2344.300414
2020-04-16,3440.20406
2020-04-17,-483.3900716
2020-04-18,2997.546793
2020-04-19,24.85992031
2020-04-20,1251.231488
2020-04-21,3473.64789
2020-04-22,935.9349415
2020-04-23,-1315.28266
2020-04-24,-2221.124913
2020-04-25,9838.388364
2020-04-26,-413.5411151
2020-04-27,1152.497592
2020-04-28,2233.432499
2020-04-29,-1722.026093
2020-04-30,-2062.343933
2020-05-01,15448.44706
2020-05-02,1297.139551
2020-05-03,328.8693578
2020-05-04,2771.094333
2020-05-05,-1420.866123
2020-05-06,10757.66176
2020-05-07,-204.8438722
2020-05-08,17706.00777
2020-05-09,-3415.308272
2020-05-10,14084.4298
2020-05-11,-490.8955106
2020-05-12,-6692.214433
2020-05-13,9078.3574
2020-05-14,-673.3492128
2020-05-15,2750.050499
2020-05-16,-189.4676607
2020-05-17,-1786.518596
2020-05-18,4936.552921
2020-05-19,-6139.357384
2020-05-20,183.753531
2020-05-21,1557.917749
2020-05-22,4823.431377
2020-05-23,1946.003445
2020-05-24,6434.988846
2020-05-25,-6966.114389
2020-05-26,4232.672077
2020-05-27,-3115.734319
2020-05-28,5732.631237
2020-05-29,962.6074104
2020-05-30,-667.6589446
2020-05-31,593.1484263
2020-06-01,44180.02546
2020-06-02,12131.5697
2020-06-03,7139.595255
2020-06-04,1633.269215
2020-06-05,4361.568039
2020-06-06,-649.2815226
2020-06-07,288.7054103
2020-06-08,5084.130179
2020-06-09,2349.87216
2020-06-10,-631.5827172
2020-06-11,3136.484782
2020-06-12,3176.861966
2020-06-13,3520.634156
2020-06-14,1004.405878
2020-06-15,-921.7916317
2020-06-16,-657.8801176
2020-06-17,-1221.150914
2020-06-18,-5450.889453
2020-06-19,41623.86375
2020-06-20,312.1720432
2020-06-21,1779.353549
2020-06-22,-2246.863634
2020-06-23,1642.347973
2020-06-24,11092.4657
2020-06-25,-1967.952606
2020-06-26,3139.36618
2020-06-27,253.1362562
2020-06-28,2293.835918
2020-06-29,-1529.105801
2020-06-30,3050.173297
2020-07-01,1971.502362
2020-07-02,1528.093194
2020-07-03,3916.33001
2020-07-04,-256.0011068
2020-07-05,2286.459591
2020-07-06,3200.618555
2020-07-07,2719.110941
2020-07-08,13057.00978
2020-07-09,14054.28123
2020-07-10,2064.08764
2020-07-11,-39.50702356
2020-07-12,428.8628693
2020-07-13,-4088.676197
2020-07-14,-1963.134991
2020-07-15,11733.78788
2020-07-16,-317.426204
2020-07-17,-1299.37725
2020-07-18,-1226.177448
2020-07-19,4394.232223
2020-07-20,920.0131778
2020-07-21,4982.836815
2020-07-22,-1284.554646
2020-07-23,3386.483318
2020-07-24,-1474.237416
2020-07-25,4603.205659
2020-07-26,7489.898009
2020-07-27,3457.845987
2020-07-28,2289.70249
2020-07-29,15084.44243
2020-07-30,18815.79406
2020-07-31,3668.652679
2020-08-01,2565.175791
2020-08-02,7021.701019
2020-08-03,-3493.20939
2020-08-04,5579.600136
2020-08-05,-1502.129298
2020-08-06,8114.076656
2020-08-07,7982.49225
2020-08-08,1192.779858
2020-08-09,1939.289973
2020-08-10,1942.706468
2020-08-11,5627.72786
2020-08-12,3247.82206
2020-08-13,3317.417171
2020-08-14,2636.62628
2020-08-15,8684.024211
2020-08-16,4883.169156
2020-08-17,14557.28206
2020-08-18,20421.36083
2020-08-19,4738.713977
2020-08-20,8385.215426
2020-08-21,2950.258838
2020-08-22,917.4505718
2020-08-23,-383.3089276
2020-08-24,2128.427905
2020-08-25,3355.93651
2020-08-26,18397.49404
2020-08-27,2766.866526
2020-08-28,7428.998412
2020-08-29,4740.293798
2020-08-30,3051.60864
2020-08-31,11228.91488
2020-09-01,6985.762031
2020-09-02,-1426.933293
2020-09-03,8310.804131
2020-09-04,3939.693263
2020-09-05,8348.256913
2020-09-06,3079.429621
2020-09-07,13146.27799
2020-09-08,4124.579298
2020-09-09,793.8611596
2020-09-10,2619.434568
2020-09-11,-26560.48193
2020-09-12,2966.738497
2020-09-13,2422.98632
2020-09-14,10320.66957
2020-09-15,-15569.4475
2020-09-16,995.3009502
2020-09-17,7092.354129
2020-09-18,14634.16873
2020-09-19,6588.562755
2020-09-20,-675.0998968
2020-09-21,-2876.911172
2020-09-22,-17684.56124
2020-09-23,1579.667194
2020-09-24,10315.89004
2020-09-25,21083.26814
2020-09-26,4877.55726
2020-09-27,2862.188676
2020-09-28,7047.007086
2020-09-29,24478.32157
2020-09-30,9641.44347
2020-10-01,-677.3563251
2020-10-02,4703.553163
2020-10-03,5621.988404
2020-10-04,3581.824163
2020-10-05,8122.8827
2020-10-06,9861.851297
2020-10-07,-5785.953589
2020-10-08,9358.911835
2020-10-09,5987.979333
2020-10-10,4509.95869
2020-10-11,2982.966984
2020-10-12,5553.233979
2020-10-13,37771.26081
2020-10-14,-7897.761858
2020-10-15,-12111.9279
2020-10-16,961.697639
2020-10-17,1631.08309
2020-10-18,242.0903124
2020-10-19,-20694.95761
2020-10-20,396.7810451
2020-10-21,10596.35365
2020-10-22,755.0723593
2020-10-23,7942.839734
2020-10-24,4924.746205
2020-10-25,399.3880232
2020-10-26,45690.43756
2020-10-27,-16080.01664
2020-10-28,2559.770937
2020-10-29,15558.68652
2020-10-30,4182.453627
2020-10-31,5327.741072
2020-11-01,4056.727168
2020-11-02,-25281.3635
2020-11-03,55544.63036
2020-11-04,9413.027065
2020-11-05,21486.43445
2020-11-06,1762.583942
2020-11-07,4019.504039
2020-11-08,-1004.122109
2020-11-09,5764.255968
2020-11-10,3962.264324
2020-11-11,4753.025343
2020-11-12,10688.53549
2020-11-13,7187.928332
2020-11-14,837.0967059
2020-11-15,10586.00476
2020-11-16,2031.459954
2020-11-17,3072.271084
2020-11-18,5529.51288
2020-11-19,-1275.519594
2020-11-20,5753.557464
2020-11-21,-6925.982926
2020-11-22,7062.2093
2020-11-23,1522.979628
2020-11-24,16542.57975
2020-11-25,-2506.385881
2020-11-26,11318.38278
2020-11-27,26807.45221
2020-11-28,2697.414372
2020-11-29,3054.886073
2020-11-30,-2298.553997
2020-12-01,19462.92702
2020-12-02,8973.039519
2020-12-03,1241.239852
2020-12-04,2171.468978
2020-12-05,4985.132534
2020-12-06,-253.2008999
2020-12-07,6177.949972
2020-12-08,2483.869096
2020-12-09,3641.335112
2020-12-10,-14623.3164
2020-12-11,13693.80205
2020-12-12,12368.89398
2020-12-13,100695.904
2020-12-14,9254.936661
2020-12-15,4100.110179
2020-12-16,2468.175298
2020-12-17,7439.102123
2020-12-18,29868.04616
2020-12-19,4698.759807
2020-12-20,6185.873909
2020-12-21,20835.74575
2020-12-22,46215.55952
2020-12-23,57755.42818
2020-12-24,28161.04672
2020-12-25,1932.944661
2020-12-26,3770.34356
2020-12-27,20122.51388
2020-12-28,114078.2238
2020-12-29,6832.894778
2020-12-30,3934.639965
2020-12-31,11809.12371
2021-01-01,9264.077519
2021-01-02,22006.41862
2021-01-03,12730.92486
2021-01-04,30596.02669
2021-01-05,20660.93006
2021-01-06,6098.679609
2021-01-07,34374.43168
2021-01-08,47107.80423
2021-01-09,61242.33895
2021-01-10,23210.77581
2021-01-11,24720.45621
2021-01-12,36757.33524
2021-01-13,30700.53256
2021-01-14,37411.58045
2021-01-15,26685.50208
2021-01-16,4342.705963
2021-01-17,5953.915151
2021-01-18,12680.72421
2021-01-19,26750.8012
2021-01-20,17731.72559
2021-01-21,19184.24045
2021-01-22,6115.264087
2021-01-23,7335.466512
2021-01-24,10272.07971
2021-01-25,1789.958932
2021-01-26,12466.47559
2021-01-27,16779.70335
2021-01-28,13602.84208
2021-01-29,5738.907769
2021-01-30,16112.79023
2021-01-31,12415.19897
2021-02-01,4467.272567
2021-02-02,4852.174506
2021-02-03,11926.22665
2021-02-04,13915.61117
2021-02-05,30339.75912
2021-02-06,225.7118352
2021-02-07,-3191.532895
2021-02-08,-1651.075889
2021-02-09,80563.91202
2021-02-10,49408.0391
2021-02-11,24550.26958
2021-02-12,30777.37309
2021-02-13,6299.780122
2021-02-14,-2063.678152
2021-02-15,913.5877364
2021-02-16,1237.538343
2021-02-17,5596.452605
2021-02-18,45731.59567
2021-02-19,7410.35034
2021-02-20,41569.12724
2021-02-21,35499.41488
2021-02-22,29923.71314
2021-02-23,79604.6183
2021-02-24,32936.5925
2021-02-25,45439.19908
2021-02-26,-24473.8821
2021-02-27,679.2552081
2021-02-28,3870.415501
2021-03-01,14842.73198
2021-03-02,3106.570166
2021-03-03,4104.891194
2021-03-04,4027.708691
2021-03-05,57435.38879
2021-03-06,9612.847886
2021-03-07,1552.027866
2021-03-08,18771.74421
2021-03-09,11037.81471
2021-03-10,15325.35635
2021-03-11,58189.3542
2021-03-12,37605.73075
2021-03-13,992.7593063
2021-03-14,10485.7421
2021-03-15,33867.04439
2021-03-16,67163.45165
2021-03-17,12320.07027
2021-03-18,9150.299974
2021-03-19,5797.016678
2021-03-20,10198.09293
2021-03-21,19539.03788
2021-03-22,5410.335171
2021-03-23,16074.77085
2021-03-24,9247.338555
2021-03-25,17832.86751
2021-03-26,14031.01238
2021-03-27,31148.44026
2021-03-28,956.8708325
2021-03-29,-5984.559607
2021-03-30,12438.21162
2021-03-31,7302.541835
2021-04-01,19818.91639
2021-04-02,3684.84108
2021-04-03,11104.66786
2021-04-04,5021.342033
2021-04-05,-12811.76316
2021-04-06,91080.90846
2021-04-07,6602.93168
2021-04-08,14716.09822
2021-04-09,4297.495953
2021-04-10,29667.39839
2021-04-11,8126.654359
2021-04-12,21243.92758
2021-04-13,2929.909647
2021-04-14,33119.33458
2021-04-15,23633.60763
2021-04-16,21410.03491
2021-04-17,24558.43585
2021-04-18,44002.37977
2021-04-19,38026.96751
2021-04-20,11255.43117
2021-04-21,3022.222074
2021-04-22,37629.15687
2021-04-23,51906.10041
2021-04-24,12280.67516
2021-04-25,41220.5083
2021-04-26,8634.158865
2021-04-27,36882.39214
2021-04-28,-3783.151414
2021-04-29,86532.24157
2021-04-30,11049.51592
2021-05-01,1085.765171
2021-05-02,10498.55156
2021-05-03,12587.73393
2021-05-04,26161.70904
2021-05-05,13577.70479
2021-05-06,12848.41068
2021-05-07,95553.89067
2021-05-08,12619.49321
2021-05-09,12112.88247
2021-05-10,23487.06683
2021-05-11,12928.59353
2021-05-12,63459.17362
2021-05-13,11444.50256
2021-05-14,27928.79599
2021-05-15,11077.71698
2021-05-16,19547.45801
2021-05-17,10422.95702
2021-05-18,22349.98399
2021-05-19,21349.08568
2021-05-20,82283.46984
2021-05-21,12504.93293
2021-05-22,13013.46504
2021-05-23,8241.62162
2021-05-24,20939.76433
2021-05-25,37018.32613
2021-05-26,37706.99594
2021-05-27,10600.1628
2021-05-28,45950.28525
2021-05-29,44145.82089
2021-05-30,26712.27426
2021-05-31,21702.00933
2021-06-01,9609.71767
2021-06-02,-1897.161125
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
